UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5997,L05997,L,298.7,308.6,1390,42.0,1,0,No Failure
5998,L05998,L,298.5,308.6,1725,38.5,4,0,No Failure
5999,L05999,L,299.0,309.1,1657,32.0,8,0,No Failure
6000,L06000,L,298.7,308.6,1344,41.8,12,0,No Failure
6001,M00001,M,298.0,308.2,1560,38.3,2,0,No Failure
6002,M00002,M,298.1,308.3,1687,37.0,12,0,No Failure
6003,M00003,M,298.2,308.3,1778,36.2,24,0,No Failure
6004,M00004,M,298.3,308.4,1831,35.7,36,0,No Failure
6005,M00005,M,298.3,308.4,1806,36.1,48,0,No Failure
6006,M00006,M,298.4,308.4,1712,36.5,61,0,No Failure
6007,M00007,M,298.4,308.5,1580,37.7,73,0,No Failure
6008,M00008,M,298.5,308.6,1449,38.6,85,0,No Failure
6009,M00009,M,298.5,308.7,1361,39.3,94,0,No Failure
6010,M00010,M,298.5,308.9,1342,39.1,102,0,No Failure
6011,M00011,M,298.5,309.0,1392,38.7,108,0,No Failure
6012,M00012,M,298.6,309.2,1504,37.2,114,0,No Failure
6013,M00013,M,298.7,309.4,1631,35.8,117,0,No Failure
6014,M00014,M,298.8,309.6,1750,34.5,121,0,No Failure
6015,M00015,M,298.9,309.6,1814,33.7,123,0,No Failure
6016,M00016,M,298.9,309.6,1796,34.2,126,0,No Failure
6017,M00017,M,298.9,309.5,1724,35.0,131,0,No Failure
6018,M00018,M,298.8,309.3,1608,36.7,136,0,No Failure
6019,M00019,M,298.6,309.0,1498,38.0,144,0,No Failure
6020,M00020,M,298.4,308.8,1405,39.2,154,0,No Failure
6021,M00021,M,298.3,308.6,1388,39.7,165,0,No Failure
6022,M00022,M,298.1,308.4,1422,39.6,175,0,No Failure
6023,M00023,M,298.1,308.3,1502,38.9,185,0,No Failure
6024,M00024,M,298.0,308.3,1611,37.9,193,0,No Failure
6025,M00025,M,298.1,308.2,1404,40.8,4,0,No Failure
6026,M00026,M,298.2,308.4,1479,40.3,13,0,No Failure
6027,M00027,M,298.3,308.8,1542,39.3,24,0,No Failure
6028,M00028,M,298.4,309.0,1610,38.5,36,0,No Failure
6029,M00029,M,298.5,309.2,1667,38.4,49,0,No Failure
6030,M00030,M,298.5,309.3,1716,37.5,62,0,No Failure
6031,M00031,M,298.4,309.3,1757,36.6,75,0,No Failure
6032,M00032,M,298.4,309.1,1788,36.0,87,0,No Failure
6033,M00033,M,298.3,309.0,1810,35.9,97,0,No Failure
6034,M00034,M,298.4,308.9,1823,35.4,106,0,No Failure
6035,M00035,M,298.4,308.9,1819,35.9,114,0,No Failure
6036,M00036,M,298.5,308.9,1808,35.8,120,0,No Failure
6037,M00037,M,298.6,309.0,1787,36.3,126,0,No Failure
6038,M00038,M,298.6,309.0,1749,36.7,131,0,No Failure
6039,M00039,M,298.5,309.0,1711,37.3,137,0,No Failure
6040,M00040,M,298.4,308.9,1664,37.9,144,0,No Failure
6041,M00041,M,298.3,308.7,1611,38.3,152,0,No Failure
6042,M00042,M,298.2,308.4,1561,38.8,163,0,No Failure
6043,M00043,M,298.1,308.2,1512,39.5,175,0,No Failure
6044,M00044,M,298.0,308.1,1456,40.8,188,0,No Failure
6045,M00045,M,298.0,308.0,1408,41.8,200,0,No Failure
6046,M00046,M,298.1,308.2,1366,43.1,211,0,No Failure
6047,M00047,M,298.1,308.3,1409,40.8,1,0,No Failure
6048,M00048,M,298.2,308.3,1472,39.4,11,0,No Failure
6049,M00049,M,298.4,308.5,1540,38.4,22,0,No Failure
6050,M00050,M,298.5,308.7,1596,37.2,33,0,No Failure
6051,M00051,M,298.6,308.8,1655,36.2,44,0,No Failure
6052,M00052,M,298.6,309.0,1707,34.8,54,0,No Failure
6053,M00053,M,298.5,309.0,1801,32.6,63,0,No Failure
6054,M00054,M,298.4,308.9,1977,28.2,70,0,No Failure
6055,M00055,M,298.3,308.7,2263,21.2,75,0,No Failure
6056,M00056,M,298.2,308.6,2554,14.1,80,0,No Failure
6057,M00057,M,298.2,308.5,2678,10.7,86,1,Power Failure
6058,M00058,M,298.2,308.6,2525,14.2,93,0,No Failure
6059,M00059,M,298.1,308.7,2206,22.5,101,0,No Failure
6060,M00060,M,298.1,308.8,1900,31.1,112,0,No Failure
6061,M00061,M,298.0,308.9,1706,39.1,125,0,No Failure
6062,M00062,M,298.0,308.9,1592,47.3,140,0,No Failure
6063,M00063,M,298.0,308.8,1520,54.6,158,0,No Failure
6064,M00064,M,298.0,308.7,1479,58.5,176,1,Power Failure
6065,M00065,M,298.0,308.5,1445,57.7,193,0,No Failure
6066,M00066,M,298.1,308.4,1420,53.8,209,0,No Failure
6067,M00067,M,297.5,308.0,1560,46.2,5,0,No Failure
6068,M00068,M,297.5,308.0,1644,40.9,17,0,No Failure
6069,M00069,M,297.6,308.2,1704,37.9,31,0,No Failure
6070,M00070,M,297.8,308.5,1716,37.3,48,0,No Failure
6071,M00071,M,298.0,308.9,1670,38.8,66,0,No Failure
6072,M00072,M,298.1,309.2,1582,41.3,83,0,No Failure
6073,M00073,M,298.3,309.4,1507,43.9,99,0,No Failure
6074,M00074,M,298.3,309.4,1447,45.6,112,0,No Failure
6075,M00075,M,298.3,309.3,1436,45.6,123,0,No Failure
6076,M00076,M,298.3,309.1,1486,43.4,131,0,No Failure
6077,M00077,M,298.3,309.0,1562,40.8,138,0,No Failure
6078,M00078,M,298.2,308.8,1641,38.1,144,0,No Failure
6079,M00079,M,298.3,308.8,1683,36.3,150,0,No Failure
6080,M00080,M,298.3,308.8,1681,36.5,156,0,No Failure
6081,M00081,M,298.3,308.8,1631,38.6,163,0,No Failure
6082,M00082,M,298.2,308.7,1556,41.3,171,0,No Failure
6083,M00083,M,298.1,308.6,1487,44.1,179,0,No Failure
6084,M00084,M,297.9,308.4,1443,45.1,189,0,No Failure
6085,M00085,M,297.7,308.2,1447,44.6,199,0,No Failure
6086,M00086,M,297.6,308.0,1498,42.6,209,0,No Failure
6087,M00087,M,297.5,307.9,1564,39.3,218,0,No Failure
6088,M00088,M,298.1,308.6,1324,45.6,5,0,No Failure
6089,M00089,M,298.1,308.6,1422,43.7,11,0,No Failure
6090,M00090,M,298.0,308.6,1513,42.0,17,0,No Failure
6091,M00091,M,298.0,308.7,1593,40.4,24,0,No Failure
6092,M00092,M,298.0,308.7,1658,38.8,31,0,No Failure
6093,M00093,M,298.0,308.8,1710,37.4,38,0,No Failure
6094,M00094,M,297.9,308.8,1750,36.0,45,0,No Failure
6095,M00095,M,297.9,308.9,1777,35.4,51,0,No Failure
6096,M00096,M,297.8,308.8,1795,34.6,57,0,No Failure
6097,M00097,M,297.7,308.8,1801,34.0,62,0,No Failure
6098,M00098,M,297.6,308.7,1805,33.3,66,0,No Failure
6099,M00099,M,297.5,308.7,1810,33.5,71,0,No Failure
6100,M00100,M,297.4,308.6,1816,33.5,75,0,No Failure
6101,M00101,M,297.4,308.5,1813,33.6,81,0,No Failure
6102,M00102,M,297.4,308.5,1810,33.9,87,0,No Failure
6103,M00103,M,297.4,308.4,1807,34.2,94,0,No Failure
6104,M00104,M,297.5,308.5,1790,34.8,103,0,No Failure
6105,M00105,M,297.6,308.5,1773,35.7,113,0,No Failure
6106,M00106,M,297.8,308.6,1752,36.4,123,0,No Failure
6107,M00107,M,297.9,308.7,1730,37.4,133,0,No Failure
6108,M00108,M,298.0,308.7,1698,38.3,143,0,No Failure
6109,M00109,M,298.1,308.8,1653,39.4,152,0,No Failure
6110,M00110,M,298.1,308.8,1609,40.4,160,0,No Failure
6111,M00111,M,298.1,308.8,1560,41.3,167,0,No Failure
6112,M00112,M,298.1,308.7,1502,41.7,173,0,No Failure
6113,M00113,M,298.1,308.7,1437,42.5,180,0,No Failure
6114,M00114,M,298.1,308.6,1371,43.1,189,0,No Failure
6115,M00115,M,298.1,308.6,1302,43.7,198,0,No Failure
6116,M00116,M,297.6,308.6,1758,37.6,0,0,No Failure
6117,M00117,M,297.5,308.7,1678,38.6,10,0,No Failure
6118,M00118,M,297.5,308.7,1609,39.5,21,0,No Failure
6119,M00119,M,297.4,308.6,1539,41.2,32,0,No Failure
6120,M00120,M,297.2,308.4,1468,44.5,45,0,No Failure
6121,M00121,M,296.9,308.0,1401,50.6,58,0,No Failure
6122,M00122,M,296.4,307.3,1328,60.6,70,0,No Failure
6123,M00123,M,296.0,306.6,1268,71.3,80,0,No Failure
6124,M00124,M,295.8,306.3,1235,76.2,89,1,Power Failure
6125,M00125,M,296.2,306.6,1249,72.0,97,0,No Failure
6126,M00126,M,296.8,307.4,1295,61.6,104,0,No Failure
6127,M00127,M,297.4,308.0,1346,51.6,110,0,No Failure
6128,M00128,M,297.7,308.4,1391,45.3,116,0,No Failure
6129,M00129,M,297.9,308.6,1424,41.7,122,0,No Failure
6130,M00130,M,297.9,308.6,1462,40.2,130,0,No Failure
6131,M00131,M,297.8,308.5,1499,39.0,139,0,No Failure
6132,M00132,M,297.8,308.5,1531,38.8,148,0,No Failure
6133,M00133,M,297.8,308.5,1564,38.6,158,0,No Failure
6134,M00134,M,297.7,308.5,1588,38.3,168,0,No Failure
6135,M00135,M,297.7,308.4,1615,38.6,177,0,No Failure
6136,M00136,M,297.7,308.5,1639,38.7,186,0,No Failure
6137,M00137,M,297.7,308.5,1661,38.8,193,0,No Failure
6138,M00138,M,297.7,308.5,1692,38.3,200,0,No Failure
6139,M00139,M,297.7,308.6,1717,37.9,206,0,No Failure
6140,M00140,M,297.7,308.6,1743,37.3,212,0,No Failure
6141,M00141,M,297.6,308.6,1763,37.2,218,0,No Failure
6142,M00142,M,297.3,308.6,1773,34.3,3,0,No Failure
6143,M00143,M,297.4,308.7,1687,37.8,9,0,No Failure
6144,M00144,M,297.4,308.7,1610,40.5,15,0,No Failure
6145,M00145,M,297.5,308.7,1538,42.9,21,0,No Failure
6146,M00146,M,297.6,308.7,1477,44.5,27,0,No Failure
6147,M00147,M,297.6,308.6,1422,45.7,34,0,No Failure
6148,M00148,M,297.7,308.5,1384,46.3,39,0,No Failure
6149,M00149,M,297.7,308.4,1357,45.9,45,0,No Failure
6150,M00150,M,297.7,308.3,1335,45.7,49,0,No Failure
6151,M00151,M,297.6,308.2,1339,45.4,54,0,No Failure
6152,M00152,M,297.6,308.2,1338,44.7,58,0,No Failure
6153,M00153,M,297.5,308.2,1360,44.2,63,0,No Failure
6154,M00154,M,297.5,308.2,1386,43.5,69,0,No Failure
6155,M00155,M,297.5,308.2,1422,43.0,76,0,No Failure
6156,M00156,M,297.5,308.2,1459,42.0,85,0,No Failure
6157,M00157,M,297.5,308.2,1493,41.3,96,0,No Failure
6158,M00158,M,297.5,308.2,1527,40.8,108,0,No Failure
6159,M00159,M,297.5,308.2,1559,39.4,121,0,No Failure
6160,M00160,M,297.4,308.2,1594,38.1,135,0,No Failure
6161,M00161,M,297.4,308.2,1619,36.8,148,0,No Failure
6162,M00162,M,297.4,308.2,1643,36.2,160,0,No Failure
6163,M00163,M,297.4,308.3,1668,34.9,172,0,No Failure
6164,M00164,M,297.3,308.4,1694,33.9,182,0,No Failure
6165,M00165,M,297.3,308.5,1725,32.9,190,0,No Failure
6166,M00166,M,297.3,308.6,1749,32.5,198,0,No Failure
6167,M00167,M,297.3,308.7,1774,31.8,203,0,No Failure
6168,M00168,M,297.4,308.7,1671,38.0,3,0,No Failure
6169,M00169,M,297.5,308.6,1595,37.5,14,0,No Failure
6170,M00170,M,297.6,308.5,1523,37.4,24,0,No Failure
6171,M00171,M,297.5,308.2,1451,38.0,34,0,No Failure
6172,M00172,M,297.5,308.1,1407,39.6,44,0,No Failure
6173,M00173,M,297.4,308.0,1379,41.7,54,0,No Failure
6174,M00174,M,297.4,308.0,1365,43.7,64,0,No Failure
6175,M00175,M,297.4,308.0,1374,45.0,75,0,No Failure
6176,M00176,M,297.4,308.1,1397,45.6,86,0,No Failure
6177,M00177,M,297.3,308.1,1429,45.3,99,0,No Failure
6178,M00178,M,297.3,308.1,1480,44.3,113,0,No Failure
6179,M00179,M,297.2,308.0,1516,42.6,127,0,No Failure
6180,M00180,M,297.0,307.9,1562,39.8,141,0,No Failure
6181,M00181,M,297.0,307.9,1598,37.4,155,0,No Failure
6182,M00182,M,296.9,308.0,1630,34.8,167,0,No Failure
6183,M00183,M,297.0,308.2,1657,33.7,178,0,No Failure
6184,M00184,M,297.2,308.5,1693,33.8,188,0,No Failure
6185,M00185,M,297.3,308.6,1730,35.5,197,0,No Failure
6186,M00186,M,297.4,308.7,1766,37.4,206,0,No Failure
6187,M00187,M,297.0,307.9,1429,42.1,2,0,No Failure
6188,M00188,M,296.9,307.9,1475,41.4,18,0,No Failure
6189,M00189,M,296.8,308.0,1527,40.8,31,0,No Failure
6190,M00190,M,296.8,308.0,1565,40.2,42,0,No Failure
6191,M00191,M,296.8,308.1,1610,39.0,52,0,No Failure
6192,M00192,M,296.8,308.1,1643,37.3,61,0,No Failure
6193,M00193,M,296.9,308.1,1674,35.8,69,0,No Failure
6194,M00194,M,296.9,308.1,1708,34.0,78,0,No Failure
6195,M00195,M,297.0,308.1,1732,33.2,87,0,No Failure
6196,M00196,M,297.0,308.0,1742,32.1,97,0,No Failure
6197,M00197,M,297.0,308.0,1753,31.8,108,0,No Failure
6198,M00198,M,297.0,307.9,1753,32.1,118,0,No Failure
6199,M00199,M,297.1,307.9,1749,32.7,129,0,No Failure
6200,M00200,M,297.1,308.0,1734,33.3,140,0,No Failure
6201,M00201,M,297.2,308.0,1714,34.2,149,0,No Failure
6202,M00202,M,297.3,308.0,1690,34.5,158,0,No Failure
6203,M00203,M,297.4,308.1,1663,35.3,167,0,No Failure
6204,M00204,M,297.5,308.1,1638,35.7,175,0,No Failure
6205,M00205,M,297.5,308.1,1595,36.0,182,0,No Failure
6206,M00206,M,297.5,308.1,1559,36.3,189,0,No Failure
6207,M00207,M,297.5,308.0,1522,36.8,196,0,No Failure
6208,M00208,M,297.4,308.0,1487,37.8,203,0,No Failure
6209,M00209,M,297.3,307.9,1453,38.9,211,0,No Failure
6210,M00210,M,297.1,307.9,1420,40.6,221,0,No Failure
6211,M00211,M,297.0,307.9,1388,42.0,233,0,No Failure
6212,M00212,M,297.1,307.5,1694,38.9,1,0,No Failure
6213,M00213,M,296.9,307.5,1621,40.5,14,0,No Failure
6214,M00214,M,296.8,307.5,1561,41.8,26,0,No Failure
6215,M00215,M,296.7,307.5,1500,43.5,36,0,No Failure
6216,M00216,M,296.7,307.5,1457,44.2,46,0,No Failure
6217,M00217,M,296.7,307.6,1427,44.5,57,0,No Failure
6218,M00218,M,296.8,307.7,1402,45.2,69,0,No Failure
6219,M00219,M,296.9,307.7,1392,45.3,83,0,No Failure
6220,M00220,M,297.0,307.9,1394,45.3,97,0,No Failure
6221,M00221,M,297.1,308.0,1402,44.7,112,0,No Failure
6222,M00222,M,297.1,308.1,1427,44.4,127,0,No Failure
6223,M00223,M,297.1,308.3,1459,43.6,140,0,No Failure
6224,M00224,M,297.0,308.3,1484,43.1,151,0,No Failure
6225,M00225,M,297.0,308.4,1518,42.3,159,0,No Failure
6226,M00226,M,296.9,308.3,1551,41.6,166,0,No Failure
6227,M00227,M,297.0,308.3,1573,40.7,172,0,No Failure
6228,M00228,M,297.0,308.1,1601,39.8,177,0,No Failure
6229,M00229,M,297.1,308.0,1624,38.9,183,0,No Failure
6230,M00230,M,297.1,307.8,1644,38.3,189,0,No Failure
6231,M00231,M,297.2,307.7,1669,37.2,196,0,No Failure
6232,M00232,M,297.1,307.6,1695,36.3,203,0,No Failure
6233,M00233,M,297.1,307.5,1722,35.2,210,0,No Failure
6234,M00234,M,297.0,308.1,1552,38.4,2,0,No Failure
6235,M00235,M,297.0,308.1,1669,36.9,8,0,No Failure
6236,M00236,M,297.0,308.1,1766,35.8,15,0,No Failure
6237,M00237,M,297.0,308.1,1825,34.8,23,0,No Failure
6238,M00238,M,297.0,308.1,1840,34.5,31,0,No Failure
6239,M00239,M,297.0,308.1,1794,35.0,39,0,No Failure
6240,M00240,M,297.0,308.0,1694,35.8,47,0,No Failure
6241,M00241,M,296.9,307.9,1582,37.2,55,0,No Failure
6242,M00242,M,296.8,307.8,1459,38.4,62,0,No Failure
6243,M00243,M,296.7,307.6,1364,39.5,68,0,No Failure
6244,M00244,M,296.6,307.4,1319,40.0,73,0,No Failure
6245,M00245,M,296.5,307.3,1326,40.0,78,0,No Failure
6246,M00246,M,296.4,307.2,1393,39.3,82,0,No Failure
6247,M00247,M,296.5,307.1,1500,38.3,88,0,No Failure
6248,M00248,M,296.5,307.1,1611,37.1,94,0,No Failure
6249,M00249,M,296.6,307.2,1716,36.0,102,0,No Failure
6250,M00250,M,296.7,307.3,1793,34.9,111,0,No Failure
6251,M00251,M,296.9,307.5,1808,34.8,120,0,No Failure
6252,M00252,M,297.0,307.7,1770,35.2,131,0,No Failure
6253,M00253,M,297.1,307.9,1684,36.2,142,0,No Failure
6254,M00254,M,297.2,308.0,1581,37.2,153,0,No Failure
6255,M00255,M,297.2,308.1,1470,38.5,164,0,No Failure
6256,M00256,M,297.2,308.2,1387,39.6,173,0,No Failure
6257,M00257,M,297.2,308.2,1346,40.7,181,0,No Failure
6258,M00258,M,297.1,308.2,1358,41.3,188,0,No Failure
6259,M00259,M,297.0,308.1,1398,42.3,194,0,No Failure
6260,M00260,M,296.9,308.1,1467,44.2,200,0,No Failure
6261,M00261,M,296.8,308.0,1535,48.9,205,0,No Failure
6262,M00262,M,296.5,307.3,1275,56.5,4,0,No Failure
6263,M00263,M,296.3,307.2,1285,65.0,14,0,No Failure
6264,M00264,M,296.3,307.2,1319,68.3,24,1,Power Failure
6265,M00265,M,296.5,307.3,1405,63.1,32,0,No Failure
6266,M00266,M,296.7,307.5,1514,52.7,40,0,No Failure
6267,M00267,M,297.0,307.7,1622,43.1,48,0,No Failure
6268,M00268,M,297.1,307.9,1690,37.4,54,0,No Failure
6269,M00269,M,297.1,308.0,1744,35.0,61,0,No Failure
6270,M00270,M,297.1,308.0,1768,34.4,67,0,No Failure
6271,M00271,M,297.0,308.1,1784,34.5,74,0,No Failure
6272,M00272,M,296.9,308.1,1799,34.8,80,0,No Failure
6273,M00273,M,296.8,308.0,1795,35.2,87,0,No Failure
6274,M00274,M,296.7,308.0,1788,35.7,95,0,No Failure
6275,M00275,M,296.7,308.0,1757,36.8,104,0,No Failure
6276,M00276,M,296.8,308.1,1677,39.3,113,0,No Failure
6277,M00277,M,296.9,308.2,1519,43.5,123,0,No Failure
6278,M00278,M,297.0,308.3,1399,46.4,132,0,Random Failures
6279,M00279,M,297.0,308.2,1438,44.2,142,0,No Failure
6280,M00280,M,297.0,307.9,1515,40.2,151,0,No Failure
6281,M00281,M,296.9,307.8,1528,39.2,159,0,No Failure
6282,M00282,M,296.9,307.7,1494,39.8,167,0,No Failure
6283,M00283,M,296.8,307.6,1455,41.9,173,0,No Failure
6284,M00284,M,296.8,307.5,1418,44.2,178,0,No Failure
6285,M00285,M,296.8,307.4,1376,46.9,183,0,No Failure
6286,M00286,M,296.9,307.9,1330,46.2,4,0,No Failure
6287,M00287,M,296.9,307.9,1448,44.1,13,0,No Failure
6288,M00288,M,296.8,307.9,1546,42.5,23,0,No Failure
6289,M00289,M,296.9,308.0,1641,40.5,35,0,No Failure
6290,M00290,M,296.9,308.0,1709,39.0,47,0,No Failure
6291,M00291,M,297.0,308.0,1740,37.4,59,0,No Failure
6292,M00292,M,297.0,308.0,1775,36.5,71,0,No Failure
6293,M00293,M,297.0,307.9,1788,35.2,82,0,No Failure
6294,M00294,M,296.9,307.8,1799,34.8,93,0,No Failure
6295,M00295,M,296.9,307.7,1803,34.2,103,0,No Failure
6296,M00296,M,296.8,307.5,1796,33.9,112,0,No Failure
6297,M00297,M,296.8,307.5,1798,33.8,121,0,No Failure
6298,M00298,M,296.9,307.6,1791,34.4,130,0,No Failure
6299,M00299,M,297.0,307.7,1768,35.2,139,0,No Failure
6300,M00300,M,297.1,307.8,1742,36.2,148,0,No Failure
6301,M00301,M,297.2,308.0,1713,37.2,155,0,No Failure
6302,M00302,M,297.3,308.1,1668,38.3,162,0,No Failure
6303,M00303,M,297.3,308.2,1616,39.6,167,0,No Failure
6304,M00304,M,297.3,308.2,1554,40.4,172,0,No Failure
6305,M00305,M,297.2,308.1,1478,41.3,178,0,No Failure
6306,M00306,M,297.0,308.0,1392,41.9,187,0,No Failure
6307,M00307,M,296.9,307.9,1305,42.3,199,0,No Failure
6308,M00308,M,297.3,308.4,1530,37.7,3,0,No Failure
6309,M00309,M,297.3,308.2,1632,35.8,15,0,No Failure
6310,M00310,M,297.3,308.2,1705,34.7,30,0,No Failure
6311,M00311,M,297.3,308.1,1741,34.2,47,0,No Failure
6312,M00312,M,297.3,308.0,1706,35.2,65,0,No Failure
6313,M00313,M,297.2,308.0,1634,37.0,83,0,No Failure
6314,M00314,M,297.2,307.9,1530,39.7,98,0,No Failure
6315,M00315,M,297.1,307.7,1441,41.9,111,0,No Failure
6316,M00316,M,297.0,307.6,1389,43.5,119,0,No Failure
6317,M00317,M,296.9,307.4,1393,43.8,125,0,No Failure
6318,M00318,M,296.8,307.4,1458,42.9,129,0,No Failure
6319,M00319,M,296.8,307.4,1554,41.3,134,0,No Failure
6320,M00320,M,296.8,307.5,1648,39.1,141,0,No Failure
6321,M00321,M,296.9,307.7,1716,37.9,149,0,No Failure
6322,M00322,M,297.0,308.0,1733,37.0,160,0,No Failure
6323,M00323,M,297.2,308.3,1693,37.3,171,0,No Failure
6324,M00324,M,297.3,308.5,1611,38.2,183,0,No Failure
6325,M00325,M,297.4,308.7,1518,39.2,192,0,No Failure
6326,M00326,M,297.5,308.8,1446,39.9,200,0,No Failure
6327,M00327,M,297.5,308.8,1428,40.3,205,0,No Failure
6328,M00328,M,297.4,308.7,1450,39.5,209,0,No Failure
6329,M00329,M,297.4,308.5,1516,38.4,214,0,No Failure
6330,M00330,M,297.3,308.4,1596,37.0,219,0,No Failure
6331,M00331,M,297.5,308.2,1538,39.4,3,0,No Failure
6332,M00332,M,297.4,308.2,1611,37.3,9,0,No Failure
6333,M00333,M,297.3,308.2,1682,35.6,14,0,No Failure
6334,M00334,M,297.2,308.2,1738,34.3,20,0,No Failure
6335,M00335,M,297.1,308.2,1758,33.8,26,0,No Failure
6336,M00336,M,297.1,308.2,1744,34.1,32,0,No Failure
6337,M00337,M,297.1,308.2,1691,34.7,39,0,No Failure
6338,M00338,M,297.1,308.3,1623,36.2,45,0,No Failure
6339,M00339,M,297.1,308.3,1547,38.0,51,0,No Failure
6340,M00340,M,297.2,308.4,1463,39.5,58,0,No Failure
6341,M00341,M,297.3,308.4,1403,40.9,63,0,No Failure
6342,M00342,M,297.3,308.4,1364,42.4,69,0,No Failure
6343,M00343,M,297.3,308.4,1344,44.3,75,0,No Failure
6344,M00344,M,297.2,308.3,1317,49.0,81,0,No Failure
6345,M00345,M,297.0,308.1,1275,57.1,88,0,No Failure
6346,M00346,M,296.8,307.9,1233,65.9,96,0,No Failure
6347,M00347,M,296.7,307.8,1258,69.0,105,1,Power Failure
6348,M00348,M,296.8,307.9,1375,63.4,115,0,No Failure
6349,M00349,M,297.0,308.0,1533,52.4,125,0,No Failure
6350,M00350,M,297.2,308.2,1647,43.2,136,0,No Failure
6351,M00351,M,297.4,308.2,1685,38.6,146,0,No Failure
6352,M00352,M,297.5,308.3,1659,37.7,157,0,No Failure
6353,M00353,M,297.6,308.3,1596,38.5,167,0,No Failure
6354,M00354,M,297.7,308.3,1531,39.8,176,0,No Failure
6355,M00355,M,297.8,308.4,1470,41.5,184,0,No Failure
6356,M00356,M,297.9,308.4,1428,42.3,190,0,No Failure
6357,M00357,M,297.9,308.3,1414,42.6,196,0,No Failure
6358,M00358,M,297.9,308.3,1433,42.6,201,0,No Failure
6359,M00359,M,297.8,308.3,1473,41.9,206,0,No Failure
6360,M00360,M,297.7,308.2,1525,40.9,213,0,No Failure
6361,M00361,M,297.6,308.2,1589,39.8,220,0,No Failure
6362,M00362,M,297.8,308.6,1409,41.6,0,0,No Failure
6363,M00363,M,298.0,308.8,1476,42.4,8,0,No Failure
6364,M00364,M,298.1,308.9,1537,42.6,20,0,No Failure
6365,M00365,M,298.1,308.9,1595,41.8,36,0,No Failure
6366,M00366,M,298.0,308.8,1644,40.0,54,0,No Failure
6367,M00367,M,297.9,308.6,1695,37.6,72,0,No Failure
6368,M00368,M,297.7,308.4,1736,34.4,88,0,No Failure
6369,M00369,M,297.6,308.2,1757,32.0,102,0,No Failure
6370,M00370,M,297.6,308.2,1775,30.4,113,0,No Failure
6371,M00371,M,297.5,308.2,1789,30.0,121,0,No Failure
6372,M00372,M,297.6,308.3,1789,30.8,128,0,No Failure
6373,M00373,M,297.6,308.4,1773,32.4,135,0,No Failure
6374,M00374,M,297.6,308.5,1754,33.9,143,0,No Failure
6375,M00375,M,297.6,308.6,1731,35.2,152,0,No Failure
6376,M00376,M,297.5,308.6,1686,36.2,162,0,No Failure
6377,M00377,M,297.4,308.6,1648,37.8,172,0,No Failure
6378,M00378,M,297.3,308.5,1586,38.5,181,0,No Failure
6379,M00379,M,297.3,308.3,1545,39.2,190,0,No Failure
6380,M00380,M,297.3,308.3,1491,39.8,197,0,No Failure
6381,M00381,M,297.5,308.3,1449,40.6,205,0,No Failure
6382,M00382,M,297.6,308.5,1404,41.1,213,0,No Failure
6383,M00383,M,297.8,308.6,1362,42.1,223,0,No Failure
6384,M00384,M,298.0,308.7,1810,37.9,3,0,No Failure
6385,M00385,M,298.0,308.8,1712,38.0,12,0,No Failure
6386,M00386,M,298.0,308.8,1630,38.1,23,0,No Failure
6387,M00387,M,298.0,308.8,1544,38.8,36,0,No Failure
6388,M00388,M,297.9,308.7,1467,39.6,51,0,No Failure
6389,M00389,M,297.9,308.7,1412,40.2,67,0,No Failure
6390,M00390,M,297.8,308.7,1356,40.8,82,0,No Failure
6391,M00391,M,297.8,308.7,1321,41.6,96,0,No Failure
6392,M00392,M,297.9,308.7,1296,42.1,108,0,No Failure
6393,M00393,M,297.9,308.8,1281,42.7,118,0,No Failure
6394,M00394,M,297.9,308.8,1278,42.8,126,0,No Failure
6395,M00395,M,297.9,308.9,1295,42.7,133,0,No Failure
6396,M00396,M,298.0,308.9,1318,42.3,138,0,No Failure
6397,M00397,M,297.9,308.9,1353,41.3,142,0,No Failure
6398,M00398,M,297.9,308.8,1394,40.5,146,0,No Failure
6399,M00399,M,297.8,308.7,1437,39.6,151,0,No Failure
6400,M00400,M,297.8,308.6,1479,38.6,155,0,No Failure
6401,M00401,M,297.7,308.4,1518,38.0,160,0,No Failure
6402,M00402,M,297.6,308.3,1555,37.7,165,0,No Failure
6403,M00403,M,297.6,308.2,1586,37.7,170,0,No Failure
6404,M00404,M,297.6,308.1,1623,37.5,176,0,No Failure
6405,M00405,M,297.6,308.1,1655,37.6,180,0,No Failure
6406,M00406,M,297.7,308.2,1685,37.5,184,0,No Failure
6407,M00407,M,297.8,308.3,1717,37.4,188,0,No Failure
6408,M00408,M,297.9,308.4,1747,37.1,193,0,No Failure
6409,M00409,M,297.9,308.5,1774,36.6,198,0,No Failure
6410,M00410,M,298.0,308.6,1805,36.2,205,0,No Failure
6411,M00411,M,298.1,308.7,1833,35.7,214,0,No Failure
6412,M00412,M,298.0,308.5,1719,39.5,4,0,No Failure
6413,M00413,M,297.9,308.5,1658,40.1,12,0,No Failure
6414,M00414,M,297.8,308.4,1596,40.9,20,0,No Failure
6415,M00415,M,297.8,308.4,1538,41.1,28,0,No Failure
6416,M00416,M,297.8,308.5,1489,41.5,37,0,No Failure
6417,M00417,M,297.8,308.5,1447,41.5,46,0,No Failure
6418,M00418,M,297.8,308.6,1413,41.9,55,0,No Failure
